name,item_code,description,retail_unite_of_meassure,regular_price,sale_price,tax_class,dimensions,color,age,brand,stock_status,vendor,product_manufacturer_code,product_cat,properties,properties_en,composition,composition_en,components,components_en,collectionn,ordering,origine,images,tag,tae
T Bluzë Sustainable,M2510GT2870-3408,T Sustainable blouse,COP,49.99,24.995,18,,868617,Burrë,GEOX,,39,M2510GT2870,Veshje-T Bluzë,"Patentë që revolucionarizoi botën e veshjeve. Kjo veshje dallohet nga patenta ekskluzive e veshjeve GEOX, e cila ka transferuar komoditetin dhe frymëmarrjen Geox në botën e veshjeve të sipërme. Lagështia e krijuar nga avullimi i djersës del nga shiriti i frymëmarrjes në shpatulla, duke kaluar përmes një hapësire 3D dhe një membrane të veçantë që ajroset dhe rezistente ndaj ujit.","The patent that revolutionised the world of apparel. This garment is distinguished by the exclusive GEOX apparel patent, which has transferred Geox comfort and breathability to the world of outerwear. Humidity generated by the evaporation of sweat comes out of the breathing tape on the shoulders, passing through a 3D spacer and a special breathable and waterproof membrane.",100%CO,100%CO,,,1,1,TR,http://46.99.130.129:60000/_uploads/photos/M2510GT2870-3408_1.jpg,,
T Bluzë Sustainable,M2510GT2870-1492,T Sustainable blouse,COP,49.99,24.995,18,,ffffff,Burrë,GEOX,,39,M2510GT2870,Veshje-T Bluzë,"Patentë që revolucionarizoi botën e veshjeve. Kjo veshje dallohet nga patenta ekskluzive e veshjeve GEOX, e cila ka transferuar komoditetin dhe frymëmarrjen Geox në botën e veshjeve të sipërme. Lagështia e krijuar nga avullimi i djersës del nga shiriti i frymëmarrjes në shpatulla, duke kaluar përmes një hapësire 3D dhe një membrane të veçantë që ajroset dhe rezistente ndaj ujit.","The patent that revolutionised the world of apparel. This garment is distinguished by the exclusive GEOX apparel patent, which has transferred Geox comfort and breathability to the world of outerwear. Humidity generated by the evaporation of sweat comes out of the breathing tape on the shoulders, passing through a 3D spacer and a special breathable and waterproof membrane.",100%CO,100%CO,,,1,1,TR,http://46.99.130.129:60000/_uploads/photos/M2510GT2870-1492_1.jpg,,
T Bluzë Sustainable,M2510GT2870-4386,T Shirt Sustainable,COP,49.99,24.995,18,,1b5386,Burrë,GEOX,,39,M2510GT2870,Veshje-T Bluzë,,,100% CO,100%CO,,,1,1,TR,http://46.99.130.129:60000/_uploads/photos/M2510GT2870-4386_1.jpg,,
Atlete Magnete,U25DXA00047-4002,Magnete Snakers,COP,149.99,104.993,18,,180c3e,Burrë,GEOX,,39,U25DXA00047,Këpucë-Atlete,,,100% Lëkurë,"Upper: 100% Leather, Lining: 60% Textile-25% Leather-15% Synthetic",,,1,1,MA,http://46.99.130.129:60000/_uploads/photos/U25DXA00047-4002_1.jpg,,
Çorape (Set 2 palë) me logo,50462559-001,Two-pack of regular-length logo socks,COP,25,,18,,181615,Burrë,HUGO,,413,50462559,Aksesorë-Çorape dhe gete,Çorape me logo. Me gjatësi 30cm.,two pack regular sock with silver lurex logo design offered in a new cardboard giftbox / standard length 30 cm / finest soft cotton / gauge 14 / size 40-46,"80% Pambuk, 2% Elastan, 17% Poliamid, 1% Poliester","80% Cotton, 2% Elastane, 17% Polyamide, 1% Polyester",,,2,2,PT,http://46.99.130.129:60000/_uploads/photos/50462559-001_1.jpg,,
Çorape me logo,50468440-001,Short socks,COP,20,,18,,0b0a0d,Burrë,HUGO,,413,50468440,Aksesorë-Çorape dhe gete,Çorape pambuku me dizajn. Logo në pjesën e përparme.,Organic-cotton-blend short socks with capsule logo,"61% Pambuk, 32% Poliamid, 4% Poliester, 3% Elastan",61% Cotton 32% Polyamide 4% Polyester 3% Elastane,,,3,3,PT,http://46.99.130.129:60000/_uploads/photos/50468440-001_1.jpg,,
Çorape me logo,50462558-001,Short socks,COP,19,,18,,1e1c1d,Burrë,HUGO,,413,50462558,Aksesorë-Çorape dhe gete,Çorape pambuku me dizajn. Logo vertikale.,Vertical-logo short socks in an organic-cotton blend,"62% Pambuk, 35% Poliamid, 3% Elastan",62% Cotton 35% Polyamide 3% Elastane,,,2,2,PT,http://46.99.130.129:60000/_uploads/photos/50462558-001_1.jpg,,
Çorape me logo (set 2 palë),50468423-100,short_socks,COP,19,,18,,dedfe4,Burrë,HUGO,,413,50468423,Aksesorë-Çorape dhe gete,"Një pako me dy palë çorape nga HUGO. Me logot për pamje të veçantë, këto çorape janë të punuara me fije të pasura me pambuk të përziera për rehati sportive.","Two pairs of socks in a quarter length by HUGO. Featuring a ribbed structure and plush sole for sporty appeal, these socks are detailed with a vertical HUGO logo and a signature red stripe at the cuff. The cotton-rich yarns are blended with stretch for flexible comfort.",76% Pambuk 3% Elastan 21% Poliamid,76% Cotton 3% Elastane 21% Polyamide,,,2,2,PT,http://46.99.130.129:60000/_uploads/photos/50468423-100_1.jpg,,
Kanatierë pambuku (set 2 copë),50469778-100,Vest,COP,49,,18,,dfdee4,Burrë,HUGO,,413,50469778,Të Brendshme-Kanatierë,"Kanatierë pa mëngë nga HUGO. E prerë në një përshtatje të hollë me një strukturë me dy shirita për stil të përshtatshëm, kjo Kanatierë është e punuar me pambuk për rehati dhe frymëmarrje të lirshme. Një logo vertikale HUGO në të kuqe shfaqet në anën e majtë e cila i jep një pamje autentike.","Two underwear vests by HUGO. Cut to a slim fit with a double-rib structure for form-fitting style, these vests are crafted in stretch cotton for everyday comfort and breathability. A vertical HUGO logo in signature red appears at the left side.",93% Pambuk 7% Elastan,93% Cotton 7% Elastane,,,2,2,LK,http://46.99.130.129:60000/_uploads/photos/50469778-100_1.jpg,,
Kapelë me logo të printuar,50473577-001,Cap with logo,COP,40,,18,,2a2a2a,Burrë,HUGO,,413,50473577,Aksesorë-Kuletë,,,100% Pambuk,100% Cotton,,,1,1,BD,http://46.99.130.129:60000/_uploads/photos/50473577-001_1.jpg,,
Atlete lëkure,A249QW,Tidelands Oxford,COP,119,83.3,18,,090A24,Burrë,TIMBERLAND,,17,A249QW,Këpucë-Këpucë,,,Lëkurë,Upper made with Better Leather from an LWG Silver-rated tannery,,,1,2,VN,http://46.99.130.129:60000/_uploads/photos/A249QW_1.jpg,,
Atlete Oxfort nga Timberland,A2C6NM,BRADSTREET PT OX NVY,COP,129,90.3,18,,2D2D58,Burrë,TIMBERLAND,,17,A2C6NM,Këpucë-Atlete,"Këto atlete Timberland Oxfort kanë lëkurë të qëndrueshme, janë të krijuara duke i marrë parasysh të gjitha kriteret për menaxhimin e ujit, energjisë dhe mbetjeve. Përbëhen nga materiale të recikluara dhe ofrojnë fleksibiltiet të lartë","Made with nubuck Better Leather from a sustainable tannery rated Silver for its water, energy, and waste management practices . Durable lining made with ReBOTL material from recycled plastic bottles . Dynamic SensorFlex technology is a three-layer system",Lëkurë dhe materiale të recikluara nga shishet e plastikës,Leather and recycled materials,,,4,10,PH,http://46.99.130.129:60000/_uploads/photos/A2C6NM_1.jpg,,
Atlete sportive,A2H8PM,BRADSTRTULTRA SPORTOX BLK,COP,119,83.3,18,,0,Burrë,TIMBERLAND,,17,A2H8PM,Këpucë-Atlete,"Këto atlete Timberland janë të krijuara duke i marrë parasysh të gjitha kriteret për menaxhimin e ujit, energjisë dhe mbetjeve. Përbëhen nga materiale të recikluara dhe ofrojnë fleksibiltiet të lartë. Shtresa e këmbës është e përbërë po ashtu me materiale","Upper and lining in ReBOTL fabric lining containing at least 50% recycled plastic . Upper details in premium full-grain Better Leather from a sustainable tannery rated silver for its water, energy, and waste management practices . GreenStride sole made of","Të paktën 50% plastikë e recikluar, lëkurë, dhe materiale me bazë bio","At least 50% recycled plastic, leather and bio-based material",,,4,10,BD,http://46.99.130.129:60000/_uploads/photos/A2H8PM_1.jpg,,
Atlete me logo Timberland,A2MPTM,BRDSTRTULTRA LTHROX WHI,COP,129,90.3,18,,D2CACA,Burrë,TIMBERLAND,,17,A2MPTM,Këpucë-Atlete,Atlete me logo Timberland me shtresë GreenStride dhe material ReBOTL që përmban së paku 50% plastikë të recikluar. Shtresa e këmbës po ashtu ka 70% materiale të bazuara bio. Shtrëngohen me lidhëse,"GreenStride sole made of 75% renewable sugar cane and responsibly sourced rubber  Upper in premium full-grain Better Leather from a sustainable tannery rated silver for  its water, energy, and waste management practices  ReBOTL fabric lining containing at","Lëkurë, material ReBOTL, shtresë GreenStride dhe materiale 70% të bazuara bio",Upper made with Better Leather from an LWG Silver-rated tannery  ReBOTL fabric lining  GreenStride sole  Rubber outsole  Footbed made from 70% bio-based material,,,4,10,BD,http://46.99.130.129:60000/_uploads/photos/A2MPTM_1.jpg,,
Këmishë Slim Fit me logo Timberland,A2EB4-B02,LS Oxf Shirt Slim WHITE YD,COP,79,55.3,18,,B6D0CF,Burrë,TIMBERLAND,,17,A2EB4,Veshje-Këmishë,Këmishë me përmbajtje pambuku. Është Slim Fit dhe ka logon Timberland të vendosur në pjesën e gjoksit,"Made with 98% cotton, 2% elastane  Button-down collar  Long sleeves  Slim fit","98% pambuk, 2% elastan","98% cotton, 2% elastane",,,4,10,IN,http://46.99.130.129:60000/_uploads/photos/A2EB4-B02_1.jpg,,
Këmishë pambuku. NUK KA PËRSHKRIM,A2BQE-433,LS E-R Pop solid shirt DARK SAPPHIRE,COP,79,55.3,18,,171C2F,Burrë,TIMBERLAND,,17,A2BQE,Veshje-Këmishë,Këmishë pambuku me mëngë të gjata. Me material 100% pambuk. Mbërthehet me butona.,100% cotton . Fitted style with natural stretch in the fabric . Solid colour with piping details . Short button-down collar . Embroidered Timberland logo on the chest . Rounded hem . Centre-back length: 29.5 inches (74.9 cm),100% Pambuk,100% Cotton,,,1,2,AO,http://46.99.130.129:60000/_uploads/photos/A2BQE-433_1.jpg,,
Atlete me përmbajtje lkure,A23ZGW,MIAMICOAST LTHR SNK WHI,COP,119,59.5,18,,FFFFFF,Grua,TIMBERLAND,,17,A23ZGW,Këpucë-Atlete,"Atlete me përmbajtje lëkure, të prodhuara me praktikat moderne ekologjike dhe materiale të recikluara, e cila ka një shtresë me peshë të lehtë OrthoLite","Upper in premium full-grain Better Leather from a sustainable tannery rated silver for  its water, energy, and waste management practices . ReBOTL fabric lining containing at least 50% recycled plastic . 100% recycled PET laces . Lightweight OrthoLite foo","Lëkurë, të paktën 50% plastikë e recikluar, gomë","Leather, at least 50% recycled plastic, rubber",,,4,10,BD,http://46.99.130.129:60000/_uploads/photos/A23ZGW_1.jpg,,
Sandale me lëkurë sintetike,A2ATRM,PERKINS ROW 2-STRAP MDGRY,COP,39,27.3,18,,808080,Fëmijë (Djalë),TIMBERLAND,,17,A2ATRM,Këpucë-Sandale,"Sandale me peshë të lehtë dhe lëkurë sintetike. Lidhen në pjesën e përparme dhe në pjesën e përparme në dy pozicione, si dhe përbëhen nga materiale të recikluara",Made with synthetic leather and fabric . ReBOTL fabric lining made with at least 40% recycled plastic bottles . Convenient hook and loop closure . Cushioned EVA footbed for support and shock absorption . Ground-contact EVA outsole for lightweight support,"Lëkurë sintetike, të paktën 40% shishe të recikluara të plastikës","Synthetic leather, at least 40% recycled plastic bottles",,,4,10,BD,http://46.99.130.129:60000/_uploads/photos/A2ATRM_1.jpg,,
Atlete të modelit Solar Wave,A2CYKM,SOLAR WAVE LOW FAB BLK,COP,69,34.5,18,,090A24,Fëmijë (Djalë),TIMBERLAND,,17,A2CYKM,Këpucë-Atlete,"Atlete të prodhuara me praktikat moderne ekologjike, të cilat kanë shtresë me materiale bio dhe materiale tjera të recikluara",GreenStride sole made of 75% renewable sugar cane and responsibly sourced rubber . Upper and lining made of ReBOTL fabric containing at least 50% recycled plastic . Footbed made with 75% bio-based renewable materials like sugar cane . Toe bumper and heel,"Gomë, të paktën 50% plastikë e recikluar, 70% materiale me bazë bio","Rubber, at least 50% recycled plastic, 70% bio-based material",,,4,10,VN,http://46.99.130.129:60000/_uploads/photos/A2CYKM_1.jpg,,
Xhinse të shkurta me pambuk organik,A2DFB-A11,Denim Short MID INDIGO,COP,84,67.2,18,,0B659C,Burrë,TIMBERLAND,,17,A2DFB,Veshje-Xhinse,Xhinse të shkurta me përmbajtje 98% pambuk organik të cilat kanë konstrukt klasik prej 5 xhepave. Ofrojnë elasticitet të rehatshëm për liri të lëvizjes,"98% organic cotton, 2% elastane  Classic five-pocket construction  Comfort stretch for enhanced freedom of movement  Zip fly  Mid length","98% pambuk, 2% elastan","98% Cotton, 2% Elastane",,,4,10,IN,http://46.99.130.129:60000/_uploads/photos/A2DFB-A11_1.jpg,,
T bluzë me logo,A26N4-100,Millers River Pique Polo Shirt for Men in Black,COP,64,51.2,18,,FFFFFF,Burrë,TIMBERLAND,,17,A26N4,Veshje-T bluzë,"T bluzë polo, ideale për t?u dukur bukur gjatë ditëve të ngrohta. Me material pambuku organik.","Our Millers River pique polo shirts are casual but polished ? the perfect shirt for looking good in warmer weather. And because we're committed to responsible sourcing, they're made with organically grown cotton.",Me material 100% pambuk organik. Logo të qëndisur në pjesën e gjoksit. Regular fit.,"""Made with 100% organic cotton Embroidered Timberland tree logo on the chest Contrasting back-neck piping Centre back length: 70.5 cm / 27.75"""" Regular fit""",,,1,4,TR,http://46.99.130.129:60000/_uploads/photos/A26N4-100_1.jpg,,
Atlete Killington,A2EJUW,Killington Ultra Trainer for Men in Black,COP,119,83.3,18,,4F5C48,Burrë,TIMBERLAND,,17,A2EJUW,Këpucë-Atlete,Këto atlete janë të bëra me lëkurë premium nga një fabrikë lëkure e cilësuar për proceset mjedisore. Materiali ReBOTL përmban të paktën 50% plastikëtë ricikluar.,"This Killington Ultra men's trainer features our exclusive GreenStride comfort sole made using renewable sugar cane and rubber from trees. Delivering performance and comfort, this trainer is made using synthetic leather and ReBOTL fabric containing at lea","Pjesa e poshtme e bërë me 75% të materialeve të rinovueshme, pjesë të sipërme me material reBOTL që përmban të paktën 50% plastikë të ricikluar. Me sistem rezistent për t?i mbrojtur nga uji, shenjave të vajit, stil me lidhëse, pjesë të poshtme 70% me mate","GreenStride comfort sole made of 75% renewable materials, including sugar cane and responsible natural rubber Upper with synthetic leather Upper and lining in ReBOTL fabric containing at least 50% recycled plastic EVA-blend foam midsole for cushioning 100",,,1,1,BD,http://46.99.130.129:60000/_uploads/photos/A2EJUW_1.jpg,,
Xhaketë me kapelë,A2D8B-433,Hooded Bomber Jacket DARK SAPPHIRE,COP,169,84.5,18,,0C2E4C,Burrë,TIMBERLAND,,17,A2D8B,Veshje-Xhaketë,"Xhaketë e përshtatshme për të gjitha sezonat. Material 100% najlon të ricikluar, i cili lë gjurmë më të vogla mjedisore dhe më të ndërgjegjshme në prodhim në krahasim me material najlon virgjin.","This men's hooded bomber jacket for all seasons is accented with a tipped hem and cuffs. The jacket is crafted using 100% recycled nylon, which has a lower environmental footprint and more eco-conscious production compared to conventional, virgin nylon fa","Material najlon 100% të ricikluar, me logo në mëngë.",100% recycled nylon Tipped hem and cuffs Timberland tape at the hood Round logo patch on the sleeve Centre-back length: 27.5 inches (69.8 cm) Weight: 143 g/m2,,,1,2,BD,http://46.99.130.129:60000/_uploads/photos/A2D8B-433_1.jpg,,
Pantallona të shkurtër,A2DFM-433,Squam Lake Stretch Chino Shorts for Men in Grey,COP,69,55.2,18,,73763,Burrë,TIMBERLAND,,17,A2DFM,Veshje-Pantallona të shkurtë,"Këto pantallona të shkurtra Chino për meshkuj janë bërë me 97% pambuk të rritur organikisht, sepse ne po përpiqemi ta bëjmë planetin pak më të gjelbër.",These classic men's chino shorts are made with 97% organically grown cotton because we're trying to make the planet a little greener. Finished with four handy pockets.,"Pëlhurë Twill e bërë me 97% pambuk organik dhe 3% elastan. Rrip ilastik klasik chino shtrirje me zinxhir. Katër xhepa. Gjatësia: 25,4 cm (10 inç).",Twill fabric made with 97% organic cotton and 3% elastane  Comfort stretch  Classic chino waistband  Zip fly  Four pockets  Straight-leg style  Length: 25.4 cm (10 inches),,,1,5,IN,http://46.99.130.129:60000/_uploads/photos/A2DFM-433_1.jpg,,
Atlete me lidhëse,A2FABM,Boulder Trail Trainer for Men in Black,COP,119,83.3,18,,0,Burrë,TIMBERLAND,,17,A2FABM,Këpucë-Atlete,Rehati që mund ta shihni praktikisht. Atletet tona Boulder Trail për meshkuj kanë një supë të mesme me shkumë me përzierje EVA dhe një shtrat të lehtë të këmbës OrthoLite që mbështjellin këmbët tuaja.,"Comfort you can practically see. Our Boulder Trail men's trainers feature a cushioned EVA-blend foam midsole and lightweight OrthoLite footbed that cradle your feet. The rubber lug outsole provides great traction, while the mixed-media upper crafted from","Punuar me premium Better Leather nga një fabrikë lëkurësh e vlerësuar Silver nga Leather Working Group për praktikat e saj të menaxhimit të ujit, energjisë dhe mbetjeve. Pëlhurë ReBOTL që përmban të paktën 50% veshje plastike të ricikluar ReBOTL që përmba","Made with premium suede Better Leather from a tannery rated Silver by the Leather Working Group for its water, energy and waste management practices, and ReBOTL fabric containing at least 50% recycled plastic  ReBOTL fabric lining containing at least 50%",,,1,1,BD,http://46.99.130.129:60000/_uploads/photos/A2FABM_1.jpg,,
